nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
2134,14161,1879,1247,420,992,548,880,1066,349,?,?,?,?,?,?,?,?,?,?,?,?,550,6018,1,14395,708,383,90,471,700,1590,1168,349,?,?,?,?,?,?,?,?,?,?,?,?,3780,986,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10253,1502,865,150,758,349,375,217,128,25,174,128,660,723,671,?,?,?,?,?,?,4230,210,2,2
2135,4775,7551,7257,240,487,548,920,629,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,97,1,10302,1628,1404,240,418,798,775,467,128,?,?,?,?,?,?,?,?,?,?,?,?,3900,780,1,8076,243,88,150,257,308,620,629,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,638,1,7010,128,25,240,365,128,815,452,332,?,?,?,?,?,?,?,?,?,?,?,?,3840,220,1,3
2136,11657,4879,2992,240,2070,809,725,479,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,371,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12196,4037,2656,90,1436,128,1230,995,700,25,265,700,695,215,561,?,?,?,?,?,?,3780,8692,2,1
2137,9298,1259,316,90,970,815,1220,1018,700,215,426,700,605,220,698,?,?,?,?,?,?,3780,6870,2,2195,2530,1875,90,702,700,605,186,698,?,?,?,?,?,?,?,?,?,?,?,?,3780,5786,1,10683,7064,6454,90,1146,128,1365,1234,700,890,515,700,605,200,698,?,?,?,?,?,?,3780,111,2,8590,1544,32,300,1753,698,1075,897,349,2750,2886,349,2346,2092,118,?,?,?,?,?,?,864,1412,2,3
2138,3565,1178,112,240,1249,815,1020,824,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,4934,1,10723,983,59,240,1102,815,995,1066,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,74,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,907,1859,1685,90,229,671,800,470,700,920,1241,700,890,717,108,?,?,?,?,?,?,3780,2625,2,2
2139,10385,269,88,240,368,815,215,159,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,935,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12085,51,37,240,209,128,960,670,597,?,?,?,?,?,?,?,?,?,?,?,?,3960,172,1,1
2140,3194,16016,15717,90,316,476,1880,1596,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,539,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14483,879,357,90,551,700,860,470,584,?,?,?,?,?,?,?,?,?,?,?,?,3780,3247,1,1
2141,502,876,169,150,802,391,100,116,128,595,588,128,590,784,628,?,?,?,?,?,?,4230,1957,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9917,2532,1823,150,809,628,640,782,128,1095,971,128,110,120,527,?,?,?,?,?,?,4230,445,2,1
2142,7300,1219,45,165,1284,281,825,555,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,1929,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6076,2669,2513,150,277,413,730,1384,128,1005,458,128,705,609,667,?,?,?,?,?,?,4230,1084,2,1
2143,794,7445,7239,300,596,308,880,657,341,?,?,?,?,?,?,?,?,?,?,?,?,1620,228,1,13369,125,123,180,122,411,840,461,308,575,979,308,880,694,341,?,?,?,?,?,?,1620,101,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3240,1700,1800,300,201,341,820,815,555,?,?,?,?,?,?,?,?,?,?,?,?,1560,1803,1,2
2144,14024,242,122,270,300,605,2730,2272,349,795,1295,349,1250,985,671,?,?,?,?,?,?,335,11,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12095,2326,1600,180,860,671,930,885,349,?,?,?,?,?,?,?,?,?,?,?,?,550,1549,1,1
2145,9809,128,14,240,294,815,285,327,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,2875,1,4034,66,61,135,80,815,280,151,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,1642,1,392,1674,467,240,1380,649,295,176,815,515,640,815,295,239,485,?,?,?,?,?,?,5160,1929,2,11261,185,134,180,157,485,535,223,134,?,?,?,?,?,?,?,?,?,?,?,?,2760,323,1,3
2146,13988,2334,1796,420,913,341,980,962,349,?,?,?,?,?,?,?,?,?,?,?,?,550,1977,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11181,224,178,270,276,349,1160,1352,597,?,?,?,?,?,?,?,?,?,?,?,?,695,6147,1,1
2147,7453,1310,385,300,1260,308,2065,737,256,?,?,?,?,?,?,?,?,?,?,?,?,2760,2744,1,9726,228,72,150,116,485,490,272,256,?,?,?,?,?,?,?,?,?,?,?,?,720,590,1,10817,4994,4700,90,323,700,1315,1150,256,?,?,?,?,?,?,?,?,?,?,?,?,3780,159,1,3254,16975,15994,90,1021,256,1240,1021,700,605,816,700,924,615,538,?,?,?,?,?,?,3780,41,2,3
2148,8485,1300,451,90,892,413,855,499,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,1226,1,6309,1090,980,90,795,485,1310,971,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,76,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6514,2323,1797,90,560,700,800,504,635,?,?,?,?,?,?,?,?,?,?,?,?,3780,950,1,2
2149,1883,1404,441,90,1525,308,1040,758,233,?,?,?,?,?,?,?,?,?,?,?,?,3780,993,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12365,951,660,150,388,233,75,141,815,1335,1284,815,760,595,579,?,?,?,?,?,?,5160,2680,2,1
2150,8882,9687,8531,90,1188,815,1220,994,700,585,809,700,860,769,413,?,?,?,?,?,?,3780,39,2,602,401,44,165,497,128,1275,1038,413,?,?,?,?,?,?,?,?,?,?,?,?,3960,934,1,896,1124,229,240,1025,173,2820,1814,128,645,1735,128,905,581,413,?,?,?,?,?,?,3960,242,2,3666,1982,1894,90,184,413,870,513,700,1680,1975,700,935,730,332,?,?,?,?,?,?,3780,894,2,3
2151,4659,2294,2166,90,202,671,790,602,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,391,1,12928,801,659,90,270,671,815,662,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,166,1,1387,30294,29283,90,1041,815,1220,1009,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,87,1,14456,1007,269,90,877,700,1780,3490,281,?,?,?,?,?,?,?,?,?,?,?,?,3780,1279,1,3
2152,4767,3024,1295,240,1810,698,1630,2036,256,?,?,?,?,?,?,?,?,?,?,?,?,5070,5987,1,3894,213,230,150,73,770,205,230,256,?,?,?,?,?,?,?,?,?,?,?,?,1520,171,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11651,3077,1249,240,2034,256,1295,944,680,?,?,?,?,?,?,?,?,?,?,?,?,3780,992,1,2
2153,14131,3087,120,240,3186,456,910,904,349,?,?,?,?,?,?,?,?,?,?,?,?,550,5834,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12268,2718,946,420,2146,349,676,643,136,?,?,?,?,?,?,?,?,?,?,?,?,759,5118,1,1
2154,7455,115,6,300,399,555,750,577,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,83,1,3355,10212,8958,300,1524,144,775,817,371,?,?,?,?,?,?,?,?,?,?,?,?,8400,1383,1,13482,1580,469,300,1497,308,840,681,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,113,1,1075,3403,3244,240,370,371,995,939,128,290,223,128,1080,841,721,?,?,?,?,?,?,3960,5974,2,3
2155,14430,1011,237,300,1026,597,995,1021,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,867,1,4347,156,81,135,149,815,215,187,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12224,1043,539,240,695,128,785,684,431,?,?,?,?,?,?,?,?,?,?,?,?,3960,1483,1,2
2156,445,1272,416,240,1103,789,1040,887,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,747,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4352,8491,7614,240,1105,128,1050,579,561,?,?,?,?,?,?,?,?,?,?,?,?,3960,735,1,1
2157,1395,1230,145,90,1127,815,1210,920,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,9,1,9139,771,228,240,726,727,390,145,128,475,747,128,1045,810,700,?,?,?,?,?,?,3960,268,2,6168,1398,991,90,440,485,1250,1149,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,309,1,3458,1334,811,90,569,700,800,410,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,2429,1,3
2158,12794,371,287,240,271,445,970,940,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,541,1,8342,1590,1362,240,446,411,910,842,128,?,?,?,?,?,?,?,?,?,?,?,?,3900,77,1,8698,118,33,150,187,476,645,3959,128,?,?,?,?,?,?,?,?,?,?,?,?,4230,1217,1,13724,9785,9550,180,377,128,698,539,409,?,?,?,?,?,?,?,?,?,?,?,?,4080,1448,1,3
2159,11795,580,476,180,227,485,140,147,281,?,?,?,?,?,?,?,?,?,?,?,?,2880,151,1,14277,865,552,90,353,700,1270,966,281,?,?,?,?,?,?,?,?,?,?,?,?,3780,1395,1,2563,334,173,180,281,391,660,418,281,?,?,?,?,?,?,?,?,?,?,?,?,3960,3183,1,7962,5179,3661,90,1524,281,1365,1188,700,2130,2331,700,805,424,123,?,?,?,?,?,?,3780,991,2,3
2160,13,3707,2964,300,1002,789,1050,1153,128,720,563,128,780,697,349,?,?,?,?,?,?,3960,1737,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4158,1311,840,180,591,349,240,217,815,1125,1158,815,355,265,477,?,?,?,?,?,?,6060,33140,2,1
2161,5882,5,95,300,156,548,395,380,308,?,?,?,?,?,?,?,?,?,?,?,?,2040,869,1,7436,1260,1510,300,29,256,895,848,308,?,?,?,?,?,?,?,?,?,?,?,?,2220,58,1,13213,3746,3591,90,245,671,815,497,700,1105,1362,700,1850,1323,308,?,?,?,?,?,?,3780,1260,2,7376,1620,651,300,1216,308,805,670,256,?,?,?,?,?,?,?,?,?,?,?,?,2940,324,1,3
2162,6791,3009,566,90,2484,485,1240,885,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,367,1,1376,37993,37165,90,859,815,1220,1068,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,134,1,5269,1219,1170,150,140,610,140,212,128,550,494,128,775,758,700,?,?,?,?,?,?,4230,1352,2,7885,2392,1864,90,553,700,2315,1509,411,?,?,?,?,?,?,?,?,?,?,?,?,3420,24649,1,3
2163,14123,1727,90,130,1718,456,910,893,349,?,?,?,?,?,?,?,?,?,?,?,?,550,3664,1,2298,4492,4492,540,648,411,795,828,349,?,?,?,?,?,?,?,?,?,?,?,?,550,16322,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9685,3643,1945,420,2071,349,1240,936,671,?,?,?,?,?,?,?,?,?,?,?,?,335,235,1,2
2164,3307,31353,30556,90,827,256,1240,890,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,123,1,6148,4277,981,90,3336,485,1250,888,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,130,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3521,2650,2106,90,598,700,625,212,174,?,?,?,?,?,?,?,?,?,?,?,?,3780,4554,1,2
2165,12162,326,257,240,368,809,725,1732,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,174,1,13443,522,355,150,312,485,390,138,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,29,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3748,121,28,180,216,128,260,134,815,895,1034,815,225,176,649,?,?,?,?,?,?,4740,70842,2,2
2166,3586,225,24,240,397,815,285,213,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,3292,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13511,646,251,90,455,485,1250,866,700,455,837,700,790,465,635,?,?,?,?,?,?,3780,918,2,1
2167,11071,153,75,240,268,815,215,248,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,596,1,10408,143,84,240,239,815,215,169,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,831,1,386,8525,8828,90,506,476,1330,855,128,?,?,?,?,?,?,?,?,?,?,?,?,3780,523,1,12233,2680,1608,90,1127,128,1230,928,700,385,679,700,945,624,742,?,?,?,?,?,?,3780,85526,2,3
2168,8030,1461,1418,240,224,609,765,643,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,241,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12132,421,62,240,570,128,740,519,798,?,?,?,?,?,?,?,?,?,?,?,?,4020,82,1,1
2169,14232,6959,5193,420,2150,349,1401,1207,548,?,?,?,?,?,?,?,?,?,?,?,?,504,720,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4630,481,8,150,594,548,920,620,128,2535,2824,128,780,613,561,?,?,?,?,?,?,4230,897,2,1
2170,11670,707,483,150,318,809,485,499,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,1507,1,5816,2853,2722,150,246,413,1000,761,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,1302,1,14187,2281,1498,90,808,299,820,519,700,1430,1743,700,1275,992,128,?,?,?,?,?,?,3780,632,2,14119,1297,1241,150,161,128,110,209,527,?,?,?,?,?,?,?,?,?,?,?,?,4230,467,1,3
2171,6020,1603,537,150,1189,413,730,691,128,?,?,?,?,?,?,?,?,?,?,?,?,4200,1052,1,4784,156,71,240,264,815,215,188,128,?,?,?,?,?,?,?,?,?,?,?,?,4890,1,1,1729,2232,138,240,2296,456,1015,1447,128,?,?,?,?,?,?,?,?,?,?,?,?,3960,479,1,1912,788,505,240,476,128,895,666,800,?,?,?,?,?,?,?,?,?,?,?,?,3960,1033,1,3
2172,11925,85,74,240,208,128,960,705,597,?,?,?,?,?,?,?,?,?,?,?,?,3960,457,1,4044,1018,161,240,1050,815,890,795,597,?,?,?,?,?,?,?,?,?,?,?,?,5160,4709,1,10676,997,74,240,1113,815,890,799,597,?,?,?,?,?,?,?,?,?,?,?,?,5160,255,1,12053,1671,160,250,1710,597,910,1014,349,?,?,?,?,?,?,?,?,?,?,?,?,550,581,1,3
2173,11663,428,299,780,871,349,1727,916,671,?,?,?,?,?,?,?,?,?,?,?,?,338,9121,1,9719,37898,35901,90,2090,527,1385,1082,700,130,394,700,800,381,671,?,?,?,?,?,?,3780,1885,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4475,3484,3331,90,193,671,800,446,700,1220,1554,700,690,195,395,?,?,?,?,?,?,3780,1609,2,2
2174,13452,195,245,300,223,308,795,571,485,?,?,?,?,?,?,?,?,?,?,?,?,1140,922,1,4094,171,157,135,95,815,280,286,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,133,1,10892,170,168,135,80,815,285,137,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,120,1,1246,4782,3237,90,1585,485,1240,823,700,655,1063,700,605,207,698,?,?,?,?,?,?,3780,4209,2,3
2175,451,2365,1387,240,1186,789,1040,761,128,670,989,128,780,626,349,?,?,?,?,?,?,3960,2656,2,2430,2070,1611,1470,1850,609,570,644,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2665,1,543,3990,302,300,3965,308,825,800,349,?,?,?,?,?,?,?,?,?,?,?,?,1140,920,1,7262,1181,687,780,1252,349,1744,1783,201,?,?,?,?,?,?,?,?,?,?,?,?,1081,1156,1,3
2176,4085,200,189,135,87,815,280,168,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,261,1,3972,127,33,135,205,815,285,253,485,?,?,?,?,?,?,?,?,?,?,?,?,5160,122,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14515,1380,908,90,520,485,1250,906,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,585,1,2
2177,7819,1740,1129,90,645,485,1240,874,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,590,1,2220,1736,1355,90,406,431,1780,1548,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,5,1,8487,1241,188,90,1083,256,1240,1049,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,2835,1,14296,991,468,90,565,700,705,351,403,?,?,?,?,?,?,?,?,?,?,?,?,3780,3930,1,3
2178,13577,1630,1506,300,409,555,760,523,371,?,?,?,?,?,?,?,?,?,?,?,?,1560,162,1,6959,395,166,300,491,809,910,705,371,?,?,?,?,?,?,?,?,?,?,?,?,3960,153,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7950,1595,1660,300,195,371,855,804,308,205,253,308,1290,211,290,?,?,?,?,?,?,3120,1078,2,2
2179,1983,4972,4323,90,680,113,1130,724,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,163,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14317,1773,1588,90,230,700,1465,1192,527,?,?,?,?,?,?,?,?,?,?,?,?,3780,1859,1,1
2180,13989,7367,3681,240,3895,128,860,675,628,?,?,?,?,?,?,?,?,?,?,?,?,3960,618,1,2424,467,201,90,297,700,845,528,628,?,?,?,?,?,?,?,?,?,?,?,?,3780,427,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9790,2477,1754,300,1015,628,910,792,128,660,762,128,385,245,485,?,?,?,?,?,?,3960,1542,2,2
2181,8646,7089,6843,780,896,778,1225,1375,349,?,?,?,?,?,?,?,?,?,?,?,?,550,1556,1,12990,7483,5721,710,2412,411,825,870,349,?,?,?,?,?,?,?,?,?,?,?,?,550,844,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8249,4247,3479,420,1125,349,1206,1076,144,?,?,?,?,?,?,?,?,?,?,?,?,414,183,1,2
2182,5514,202,42,150,259,128,140,1068,610,?,?,?,?,?,?,?,?,?,?,?,?,4230,6392,1,5365,66,150,240,132,128,765,616,610,?,?,?,?,?,?,?,?,?,?,?,?,3600,397,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5304,1849,1774,150,168,610,150,148,128,890,928,128,650,292,411,?,?,?,?,?,?,4230,1512,2,2
2183,8903,116,7,240,304,128,1045,831,700,?,?,?,?,?,?,?,?,?,?,?,?,4020,145,1,14344,3997,2324,90,1707,485,1250,1003,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,30,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2432,4802,4212,90,620,700,739,373,753,?,?,?,?,?,?,?,?,?,?,?,?,3780,2696,1,2
2184,13413,1641,1404,240,424,485,380,111,128,645,933,128,810,606,609,?,?,?,?,?,?,3960,3197,2,10639,1409,43,240,1554,815,780,730,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,1185,1,4684,1151,98,240,1250,815,760,679,609,?,?,?,?,?,?,?,?,?,?,?,?,7680,2708,1,13221,590,408,185,311,609,525,506,281,220,239,281,100,171,610,170,92,610,2910,3480,211,3450,402,3,3
2185,4904,2201,1050,420,1607,349,1304,1100,341,?,?,?,?,?,?,?,?,?,?,?,?,456,1180,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11256,5740,4771,240,1167,341,850,825,349,?,?,?,?,?,?,?,?,?,?,?,?,550,2995,1,1
2186,3152,634,549,270,329,349,855,833,700,?,?,?,?,?,?,?,?,?,?,?,?,355,20,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8806,1218,560,90,681,700,625,243,174,?,?,?,?,?,?,?,?,?,?,?,?,3780,3594,1,1
2187,563,287,44,165,343,128,1275,1054,413,?,?,?,?,?,?,?,?,?,?,?,?,4020,708,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5852,1411,1349,300,317,413,970,724,128,350,503,128,390,246,678,?,?,?,?,?,?,3960,1767,2,1
2188,1070,1630,1473,240,374,371,995,734,128,410,686,128,810,652,349,?,?,?,?,?,?,3960,4101,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344,1238,918,150,459,349,105,118,128,490,454,128,960,911,753,?,?,?,?,?,?,4230,1208,2,1
2189,2434,614,162,90,500,700,800,412,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,1397,1,12743,851,105,150,845,166,140,174,128,500,466,128,660,722,671,?,?,?,?,?,?,4230,1137,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,977,3488,3404,90,156,671,815,696,700,1690,1780,700,585,111,257,?,?,?,?,?,?,3780,12494,2,2
2190,1483,985,761,330,516,349,942,807,671,?,?,?,?,?,?,?,?,?,?,?,?,348,465,1,7612,4581,4624,300,460,476,1010,895,671,?,?,?,?,?,?,?,?,?,?,?,?,1200,374,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12943,1748,1639,90,222,671,820,463,700,1485,1761,700,585,520,257,?,?,?,?,?,?,3780,15839,2,2
2191,6767,830,578,90,299,700,800,389,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,969,1,3582,1358,575,90,812,700,800,386,671,?,?,?,?,?,?,?,?,?,?,?,?,3780,1757,1,3877,1026,66,240,1162,815,1020,910,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,301,1,13037,2182,2014,90,209,671,820,409,700,260,673,700,805,547,206,?,?,?,?,?,?,3780,23640,2,3
2192,9417,20143,19207,90,971,456,880,496,700,110,495,700,2315,1428,411,?,?,?,?,?,?,3420,4267,2,2181,781,247,90,574,700,2315,1504,411,?,?,?,?,?,?,?,?,?,?,?,?,3420,1265,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3159,1770,469,90,1331,411,1875,1687,700,1185,1402,700,790,407,635,?,?,?,?,?,?,3780,1279,2,2
2193,11209,50,1,300,304,299,830,790,815,1180,1213,815,240,129,571,?,?,?,?,?,?,5100,4519,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1443,778,279,150,603,571,125,115,128,345,353,128,120,122,361,?,?,?,?,?,?,4230,1100,2,1
2194,11031,1036,80,240,1144,815,995,814,671,?,?,?,?,?,?,?,?,?,?,?,?,4680,197,1,514,876,322,150,660,571,140,175,128,470,431,128,660,736,671,?,?,?,?,?,?,4230,1220,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3046,2301,2196,90,212,671,815,505,700,220,865,700,1280,910,113,?,?,?,?,?,?,3780,163,2,2
2195,11735,37994,37086,90,938,815,1210,1023,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,634,1,6771,1259,594,90,697,485,1240,952,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,5,1,11732,37993,36951,90,1087,815,1210,1061,700,?,?,?,?,?,?,?,?,?,?,?,?,3780,5,1,2170,4765,3632,90,1186,700,720,327,245,?,?,?,?,?,?,?,?,?,?,?,?,3780,3078,1,3
